"año","MUNICIPIO","CÓDIGO DANE","INSTITUCION","CÓDIGO DANE SEDE","SEDE","ZONA","SECTOR","Prescolar 1","Primero","Segundo","Tercero","Cuarto","Quinto","Sexto","Séptimo","Octavo","Noveno","Décimo","Once","intr","pfc 1","pfc 2","pfc 3","pfc 4","ciclo i","ciclo ii","ciclo iii","ciclo iv","ciclo v","ciclo vi","Total IE"
"2.022","TOCA","115814000011","I.E. TECNICA PLINIO MENDOZA NEIRA","215814000121","ESC SAN ANTONIO","RURAL","OFICIAL","3","3","4","1","1","4",,,,,,,,,,,,,,,,,,"16"
"2.022","TOCA","215814000091","I.E. CAMILO TORRES DE TOCA","215814000091","I.E. CAMILO TORRES DE TOCA - SEDE PRINCIPAL","RURAL","OFICIAL","20","25","19","29","28","32","37","35","21","27","14","17",,,,,,,,,,,,"304"
"2.022","TOCA","215814000253","I.E. TECNICA RAFAEL URIBE","215814000253","I.E. TECNICA RAFAEL URIBE - SEDE PRINCIPAL","RURAL","OFICIAL",,,,,,,"56","56","44","42","51","36",,,,,,,,,,,,"285"
"2.022","TOCA","215814000253","I.E. TECNICA RAFAEL URIBE","115814000020","SEDE RAFAEL URIBE URIBE","URBANA","OFICIAL","41","39","49","44","41","44",,,,,,,,,,,,,,,,,,"289"
"2.022","TOCA","215814000253","I.E. TECNICA RAFAEL URIBE","215814000300","SEDE EL PINO","RURAL","OFICIAL",,"3",,,"3","2",,,,,,,,,,,,,,,,,,"8"
"2.022","TOCA","215814000253","I.E. TECNICA RAFAEL URIBE","215814000148","SEDE SAN FRANCISCO","RURAL","OFICIAL",,"1","4",,"3","3",,,,,,,,,,,,,,,,,,"11"
"2.022","TOCA","215814000253","I.E. TECNICA RAFAEL URIBE","215814000261","SEDE SAN RAFAEL","RURAL","OFICIAL","12","12","9","13","12","11","12","14","8","9","5","10",,,,,,,,,,,,"127"
"2.022","TOCA","215814000253","I.E. TECNICA RAFAEL URIBE","215814000059","SEDE CHORRERA ARRIBA","RURAL","OFICIAL",,"3","2","2",,"3",,,,,,,,,,,,,,,,,,"10"
"2.022","TOCA","215814000253","I.E. TECNICA RAFAEL URIBE","215814000113","ESC LEONERA","RURAL","OFICIAL",,"3","3","1","2","4",,,,,,,,,,,,,,,,,,"13"
"2.022","TOGUI","315816000191","I.E. HAYDEE CAMACHO SAAVEDRA","315816000191","I.E. HAYDEE CAMACHO SAAVEDRA - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"67","84","75","78","73","41",,,,,,,,,,,,"460"
"2.022","TOGUI","315816000191","I.E. HAYDEE CAMACHO SAAVEDRA","115816000027","COL NORBERTO FORERO GARCIA","URBANA","OFICIAL","24","21","25","26","25","33",,,,,,,,,,,,,,,,,,"154"
"2.022","TOGUI","315816000191","I.E. HAYDEE CAMACHO SAAVEDRA","215816000048","ESC EL TABLON","RURAL","OFICIAL","1","5","5","3","2","4",,,,,,,,,,,,,,,,,,"20"
"2.022","TOGUI","315816000191","I.E. HAYDEE CAMACHO SAAVEDRA","215816000102","ESC FUNCIAL","RURAL","OFICIAL","5","3","2","2","3","2",,,,,,,,,,,,,,,,,,"17"
"2.022","TOGUI","315816000191","I.E. HAYDEE CAMACHO SAAVEDRA","215816000064","ESC MANGA","RURAL","OFICIAL","3",,"5","1","4","1",,,,,,,,,,,,,,,,,,"14"
"2.022","TOGUI","315816000191","I.E. HAYDEE CAMACHO SAAVEDRA","215816000111","ESC EL MIRTO","RURAL","OFICIAL","4","10","10","12","3","10",,,,,,,,,,,,,,,,,,"49"
"2.022","TOGUI","315816000191","I.E. HAYDEE CAMACHO SAAVEDRA","215816000056","ESC SUAREZ Y ULLOA","RURAL","OFICIAL","8","2","5",,"6","2",,,,,,,,,,,,,,,,,,"23"
"2.022","TOGUI","315816000191","I.E. HAYDEE CAMACHO SAAVEDRA","215816000072","ESC SANTA MARIA","RURAL","OFICIAL","2","2","8","1","7","2",,,,,,,,,,,,,,,,,,"22"
"2.022","TOGUI","315816000191","I.E. HAYDEE CAMACHO SAAVEDRA","215816000200","ESC JOSE MARIANO SANCHEZ","RURAL","OFICIAL","4","6","4","3","5","6",,,,,,,,,,,,,,,,,,"28"
"2.022","TOGUI","315816000191","I.E. HAYDEE CAMACHO SAAVEDRA","215816000129","ESC CARARE","RURAL","OFICIAL","9","5","3","4","9","5",,,,,,,,,,,,,,,,,,"35"
"2.022","TOGUI","315816000191","I.E. HAYDEE CAMACHO SAAVEDRA","215816000137","ESC CHACAMI","RURAL","OFICIAL","2","2",,,"3","2",,,,,,,,,,,,,,,,,,"9"
"2.022","TOGUI","315816000191","I.E. HAYDEE CAMACHO SAAVEDRA","215816000081","C.E. GARIBAY","RURAL","OFICIAL","5","2","5","2","4","5",,,,,,,,,,,,,,,,,,"23"
"2.022","TOGUI","315816000191","I.E. HAYDEE CAMACHO SAAVEDRA","215816000099","ESC GACHANZUCA","RURAL","OFICIAL","2",,,"1","7","4",,,,,,,,,,,,,,,,,,"14"
"2.022","TOGUI","315816000191","I.E. HAYDEE CAMACHO SAAVEDRA","215816000153","ESC LA JUPA","RURAL","OFICIAL","1","3",,"1","3","1",,,,,,,,,,,,,,,,,,"9"
"2.022","TOPAGA","115820000023","I.E. TECNICA CARLOS JULIO UMAÑA TORRES","115820000023","I.E. TECNICA CARLOS JULIO UMAÑA TORRES - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"45","44","38","41","24","17",,,,,,,,,,,,"209"
"2.022","TOPAGA","115820000023","I.E. TECNICA CARLOS JULIO UMAÑA TORRES","115820000058","CONC URB","URBANA","OFICIAL","27","35","27","29","30","47",,,,,,,,,,,,,,,,,,"195"
"2.022","TOPAGA","115820000023","I.E. TECNICA CARLOS JULIO UMAÑA TORRES","215820000061","CENT EDUC LA ESPERANZA","RURAL","OFICIAL","5","7","7","4","6","2",,,,,,,,,,,,,,,,,,"31"
"2.022","TOPAGA","115820000023","I.E. TECNICA CARLOS JULIO UMAÑA TORRES","215820000109","CENT EDUC ATRAVIEZAS","RURAL","OFICIAL","4","3","7","6","4",,,,,,,,,,,,,,,,,,,"24"
"2.022","TOPAGA","215820000087","I.E. VADO CASTRO","215820000087","I.E. VADO CASTRO - SEDE PRINCIPAL","RURAL","OFICIAL","19","14","7","19","15","22","23","28","27","18","11","10",,,,,,,,,,,,"238"
"2.022","TOPAGA","215820000087","I.E. VADO CASTRO","215820000079","CENT EDUC EL VERGEL","RURAL","OFICIAL","5","3","5","3","3","4",,,,,,,,,,,,,,,,,,"23"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","115822000152","I.E. JORGE ELIECER GAITAN - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"80","106","103","65","80","58",,,,,,,,,,,,"492"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","115822000039","CONC URB","URBANA","OFICIAL","18","29","26","30","30","23",,,,,,,,,,,,,,,,,,"156"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","215822000050","ESC RUR LA PUERTA","RURAL","OFICIAL","8","12","10","11","10","12",,,,,,,,,,,,,,,,,,"63"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","215822000181","ESC RUR DONSIQUIRA","RURAL","OFICIAL","4","1","3","4","2","3",,,,,,,,,,,,,,,,,,"17"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","215822000084","ESC RURAL TOQUECHA","RURAL","OFICIAL","4","2",,"5","1","2",,,,,,,,,,,,,,,,,,"14"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","215822000165","ESC RUR DAYSI","RURAL","OFICIAL","1","3","1","1","4",,,,,,,,,,,,,,,,,,,"10"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","215822000190","ESC RURAL RIO SECO","RURAL","OFICIAL","8","5","3","2","2","3",,,,,,,,,,,,,,,,,,"23"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","215822000068","ESC RUR ROMERO","RURAL","OFICIAL","3","3","2","2","2",,,,,,,,,,,,,,,,,,,"12"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","215822000131","ESC RUR SUNGUVITA","RURAL","OFICIAL","3","5","1","3","3","4",,,,,,,,,,,,,,,,,,"19"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","215822000092","ESC RUR CORALES","RURAL","OFICIAL","10","3","7","6","14","14",,,,,,,,,,,,,,,,,,"54"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","215822000114","ESC RANCHERIA","RURAL","OFICIAL","8","3","5","7","7","3",,,,,,,,,,,,,,,,,,"33"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","215822000106","ESC RUR EL TOBAL","RURAL","OFICIAL","6","9","7","5","4","9",,,,,,,,,,,,,,,,,,"40"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","215822000203","ESC RUR MONGATA","RURAL","OFICIAL","2",,"2","2","1","2",,,,,,,,,,,,,,,,,,"9"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","215822000122","ESC RUR PANTANO HONDO","RURAL","OFICIAL","7","3","6","4","8","6",,,,,,,,,,,,,,,,,,"34"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","215822000149","ESC RUR GUÁQUIRA","RURAL","OFICIAL","2","3","2","3","4","2",,,,,,,,,,,,,,,,,,"16"
"2.022","TOTA","115822000152","I.E. JORGE ELIECER GAITAN","215822000076","ESC RUR TOTA","RURAL","OFICIAL","2","2","1","3","2","1",,,,,,,,,,,,,,,,,,"11"
"2.022","TUNUNGUA","115832000151","I.E. LUIS GUILLERMO ROJAS BARRERA","115832000151","I.E. LUIS GUILLERMO ROJAS BARRERA - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"24","23","30","24","30","11",,,,,,,,,,,,"201"
"2.022","TUNUNGUA","115832000151","I.E. LUIS GUILLERMO ROJAS BARRERA","115832000037","CONC URBANA","URBANA","OFICIAL","10","9","10","7","10","8",,,,,,,,,,,,,,,,,,"54"
"2.022","TUNUNGUA","115832000151","I.E. LUIS GUILLERMO ROJAS BARRERA","215832000074","ESC RUR ANCAMAY","RURAL","OFICIAL","4","3","4","1","2","3",,,,,,,,,,,,,,,,,,"17"
"2.022","TUNUNGUA","115832000151","I.E. LUIS GUILLERMO ROJAS BARRERA","215832000040","ESC RUR CALICHAL","RURAL","OFICIAL","5","2","2","1","4","2",,,,,,,,,,,,,,,,,,"16"
"2.022","TUNUNGUA","115832000151","I.E. LUIS GUILLERMO ROJAS BARRERA","215832000082","ESC RUR MOJARRAS","RURAL","OFICIAL","1","4","2","3","4","3",,,,,,,,,,,,,,,,,,"17"
"2.022","TUNUNGUA","115832000151","I.E. LUIS GUILLERMO ROJAS BARRERA","215832000147","ESC RUR PALMAR","RURAL","OFICIAL","5","3","3","6","3","3",,,,,,,,,,,,,,,,,,"23"
"2.022","TUNUNGUA","115832000151","I.E. LUIS GUILLERMO ROJAS BARRERA","215832000139","ESC RUR RAFAEL NUÑEZ","RURAL","OFICIAL","1","2",,,"3","1",,,,,,,,,,,,,,,,,,"7"
"2.022","TUNUNGUA","115832000151","I.E. LUIS GUILLERMO ROJAS BARRERA","215832000066","ESC RUR SANTA ROSA","RURAL","OFICIAL","1","3","2","3","3","1",,,,,,,,,,,,,,,,,,"13"
"2.022","TURMEQUE","115835000011","I.E. DIEGO DE TORRES","115835000011","I.E. DIEGO DE TORRES - SEDE PRINCIPAL","URBANA","OFICIAL","16","34","20","22","29","23","49","53","46","45","38","46",,,,,,,,,,,,"421"
"2.022","TURMEQUE","115835000011","I.E. DIEGO DE TORRES","215835000041","ESC JARAQUIRA","RURAL","OFICIAL","1",,"1","1","6","5",,,,,,,,,,,,,,,,,,"14"
"2.022","TURMEQUE","115835000011","I.E. DIEGO DE TORRES","215835000164","ESC POZO NEGRO","RURAL","OFICIAL",,"2","1","3","2","4",,,,,,,,,,,,,,,,,,"12"
"2.022","TURMEQUE","115835000011","I.E. DIEGO DE TORRES","215835000156","ESC CHIRATÁ","RURAL","OFICIAL","4","5","3","3","5","5",,,,,,,,,,,,,,,,,,"25"
"2.022","TURMEQUE","115835000011","I.E. DIEGO DE TORRES","215835000113","ESC SIGUINEQUE","RURAL","OFICIAL","1","1","2","1","3","3",,,,,,,,,,,,,,,,,,"11"
"2.022","TURMEQUE","115835000011","I.E. DIEGO DE TORRES","215835000172","ESC MARCO FIDEL SUÁREZ","RURAL","OFICIAL","6","2","4","4","7","4",,,,,,,,,,,,,,,,,,"27"
"2.022","TURMEQUE","115835000283","I.E. TECNICA INDUSTRIAL","115835000283","I.E. TECNICA INDUSTRIAL - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"67","102","94","103","93","85",,,,,,,,,,,,"544"
"2.022","TURMEQUE","115835000283","I.E. TECNICA INDUSTRIAL","115835000020","CONC URB MIXTA","URBANA","OFICIAL","17","24","20","27","31","27",,,,,,,,,,,,,,,,,,"146"
"2.022","TURMEQUE","115835000283","I.E. TECNICA INDUSTRIAL","215835000199","ESC PASCATA","RURAL","OFICIAL","3","1","1","2","2","1",,,,,,,,,,,,,,,,,,"10"
"2.022","TURMEQUE","115835000283","I.E. TECNICA INDUSTRIAL","215835000148","ESC RINCHOQUE N° 2","RURAL","OFICIAL","3","1","1","1",,,,,,,,,,,,,,,,,,,,"6"
"2.022","TURMEQUE","115835000283","I.E. TECNICA INDUSTRIAL","215835000059","ESC GUANZAQUE","RURAL","OFICIAL","6","3","3","8","3","2",,,,,,,,,,,,,,,,,,"25"
"2.022","TURMEQUE","115835000283","I.E. TECNICA INDUSTRIAL","215835000181","ESC JURATA","RURAL","OFICIAL","1",,,"1",,"3",,,,,,,,,,,,,,,,,,"5"
"2.022","TURMEQUE","215835000083","I.E. TEGUANEQUE","215835000083","I.E. TEGUANEQUE - SEDE PRINCIPAL","RURAL","OFICIAL","9","8","13","8","8","12","16","12","16","7",,,,,,,,,,,,,,"109"
"2.022","TURMEQUE","215835000083","I.E. TEGUANEQUE","215835000091","ESC TEGUANEQUE NO 2","RURAL","OFICIAL",,,"2",,"1",,,,,,,,,,,,,,,,,,,"3"
"2.022","TURMEQUE","215835000083","I.E. TEGUANEQUE","215835000067","ESC VOLCAN BLANCO","RURAL","OFICIAL","1","1","2",,"2","3",,,,,,,,,,,,,,,,,,"9"
"2.022","TURMEQUE","215835000083","I.E. TEGUANEQUE","215835000032","ESC CHINQUIRA","RURAL","OFICIAL",,"5","1","2","2",,,,,,,,,,,,,,,,,,,"10"
"2.022","TURMEQUE","215835000083","I.E. TEGUANEQUE","215835000121","ESC ROSALES","RURAL","OFICIAL",,"5","1",,,"3",,,,,,,,,,,,,,,,,,"9"
"2.022","TURMEQUE","215835000083","I.E. TEGUANEQUE","215835000253","ESC RINCHOQUE NO 1","RURAL","OFICIAL","1","2","1","1","2","3",,,,,,,,,,,,,,,,,,"10"
"2.022","TUTA","115837000256","I.E. TECNICA CHICAMOCHA","115837000256","I.E. TECNICA CHICAMOCHA - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"74","71","49","45","51","27",,,,,,,,,,,,"402"
"2.022","TUTA","115837000256","I.E. TECNICA CHICAMOCHA","115837000035","COL KENNEDY","URBANA","OFICIAL","61","59","61","55","58","55",,,,,,,,,,,,,,,,,,"349"
"2.022","TUTA","115837000256","I.E. TECNICA CHICAMOCHA","215837000056","ESC AGUA BLANCA","RURAL","OFICIAL","8","5","3","9","9","8",,,,,,,,,,,,,,,,,,"42"
"2.022","TUTA","115837000256","I.E. TECNICA CHICAMOCHA","215837000064","ESC LEONERA","RURAL","OFICIAL","3","3","4",,"5","1",,,,,,,,,,,,,,,,,,"16"
"2.022","TUTA","115837000256","I.E. TECNICA CHICAMOCHA","215837000307","ESC GENERAL SANTANDER","RURAL","OFICIAL","4","5","5","3","4","5","13","12","7","10","6","13",,,,,,,,,,,,"87"
"2.022","TUTA","215837000102","I.E. SAN NICOLAS","215837000102","I.E. SAN NICOLAS - SEDE PRINCIPAL","RURAL","OFICIAL","2","1","4","6","1","1","4","4","5","3",,,,,,,,,,,,,,"31"
"2.022","TUTA","215837000102","I.E. SAN NICOLAS","215837000315","ESC JORGE ELIECER","RURAL","OFICIAL","2",,"6","3","4","3",,,,,,,,,,,,,,,,,,"18"
"2.022","TUTA","215837000102","I.E. SAN NICOLAS","415837000225","ESC SIDERURGICA","RURAL","OFICIAL","23","23","28","34","24","26","39","35","45","25","39","38",,,,,,,,,,,,"379"
"2.022","TUTA","215837000340","I.E. EL CRUCE","215837000340","I.E. EL CRUCE - SEDE PRINCIPAL","RURAL","OFICIAL",,,,,,,"35","24","34","25","19","18",,,,,,,,,,,,"155"
"2.022","TUTA","215837000340","I.E. EL CRUCE","215837000099","ESC EL CRUCE","RURAL","OFICIAL","11","10","7","10","13","8",,,,,,,,,,,,,,,,,,"59"
"2.022","TUTA","215837000340","I.E. EL CRUCE","215837000081","ESC ALIZAL","RURAL","OFICIAL","7","5","3","4","10","6",,,,,,,,,,,,,,,,,,"35"
"2.022","TUTA","215837000340","I.E. EL CRUCE","215837000331","ESC EL DANUBIO","RURAL","OFICIAL","3","2","1","3","2",,,,,,,,,,,,,,,,,,,"11"
"2.022","TUTA","215837000340","I.E. EL CRUCE","215837000129","ESC EL HATO","RURAL","OFICIAL","2","1","3",,"2","3",,,,,,,,,,,,,,,,,,"11"
"2.022","TUTA","215837000340","I.E. EL CRUCE","215837000242","ESC LA VEGA","RURAL","OFICIAL","1","1","2","1","2","2",,,,,,,,,,,,,,,,,,"9"
"2.022","TUTA","215837000340","I.E. EL CRUCE","215837000137","ESC SANTA RITA","RURAL","OFICIAL","5","3","1","4","1","2",,,,,,,,,,,,,,,,,,"16"
"2.022","TUTA","215837000358","I.E. RIO DE PIEDRAS","215837000358","I.E. RIO DE PIEDRAS - SEDE PRINCIPAL","RURAL","OFICIAL","25","22","19","21","26","23","39","35","50","49","39","33",,,,,,,,,,,,"381"
"2.022","TUTAZA","115839000105","I.E. TECNICA PIO MORANTES","115839000105","I.E. TECNICA PIO MORANTES - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"3","13","11","17","13","7",,,,,,,,,,,,"64"
"2.022","TUTAZA","115839000105","I.E. TECNICA PIO MORANTES","115839000016","CONC URB","URBANA","OFICIAL","2","6","2","1","6","4",,,,,,,,,,,,,,,,,,"21"
"2.022","TUTAZA","115839000105","I.E. TECNICA PIO MORANTES","215839000134","ESC CARRIZAL","RURAL","OFICIAL","1","3","1","3","1","2",,,,,,,,,,,,,,,,,,"11"
"2.022","TUTAZA","115839000105","I.E. TECNICA PIO MORANTES","215839000053","ESC CARTAVITA","RURAL","OFICIAL","1",,"1","1",,"2",,,,,,,,,,,,,,,,,,"5"
"2.022","TUTAZA","115839000105","I.E. TECNICA PIO MORANTES","215839000096","ESC LA VICTORIA","RURAL","OFICIAL","1","2","2",,"1","2",,,,,,,,,,,,,,,,,,"8"
"2.022","TUTAZA","115839000105","I.E. TECNICA PIO MORANTES","215839000088","ESC PARGUITA","RURAL","OFICIAL","1","1",,,,"1",,,,,,,,,,,,,,,,,,"3"
"2.022","TUTAZA","115839000105","I.E. TECNICA PIO MORANTES","215839000070","ESC TIESTECITOS","RURAL","OFICIAL","4","5","3","2","6","5",,,,,,,,,,,,,,,,,,"25"
"2.022","TUTAZA","115839000105","I.E. TECNICA PIO MORANTES","215839000037","ESC LLANO DEL CARMEN","RURAL","OFICIAL","2","2","4","2","1","3",,,,,,,,,,,,,,,,,,"14"
"2.022","TUTAZA","115839000105","I.E. TECNICA PIO MORANTES","215839000045","ESC PARGUA","RURAL","OFICIAL",,"1","1",,,,,,,,,,,,,,,,,,,,,"2"
"2.022","TUTAZA","415839000125","I.E. TECNICA LA LIBERTAD","415839000125","I.E. TECNICA LA LIBERTAD - SEDE PRINCIPAL","RURAL","OFICIAL",,,,,,,"34","23","19","11","20","17",,,,,,,,,,,,"124"
"2.022","TUTAZA","415839000125","I.E. TECNICA LA LIBERTAD","215839000029","ESC PARAMO","RURAL","OFICIAL","6","16","8","12","18","18",,,,,,,,,,,,,,,,,,"78"
"2.022","UMBITA","115842000272","I.E. TECNICA SAN IGNACIO","115842000272","I.E. TECNICA SAN IGNACIO - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"56","60","69","53","49","39",,,,,,,,,,,,"326"
"2.022","UMBITA","115842000272","I.E. TECNICA SAN IGNACIO","115842000035","CONC URB","URBANA","OFICIAL","22","25","29","23","27","21",,,,,,,,,,,,,,,,,,"147"
"2.022","UMBITA","115842000272","I.E. TECNICA SAN IGNACIO","215842000218","ESC ROSAL","RURAL","OFICIAL","3","2","4","4","3","2",,,,,,,,,,,,,,,,,,"18"
"2.022","UMBITA","115842000272","I.E. TECNICA SAN IGNACIO","215842000099","ESCULA JUPAL","RURAL","OFICIAL",,,,"4",,"3",,,,,,,,,,,,,,,,,,"7"
"2.022","UMBITA","115842000272","I.E. TECNICA SAN IGNACIO","215842000153","ESC LOMA GORDA","RURAL","OFICIAL","1","1","2","1",,"2",,,,,,,,,,,,,,,,,,"7"
"2.022","UMBITA","115842000272","I.E. TECNICA SAN IGNACIO","215842000323","ESC TASVITA","RURAL","OFICIAL",,"2",,"2","1","4",,,,,,,,,,,,,,,,,,"9"
"2.022","UMBITA","215842000013","I.E. TECNICA AGROPECUARIA","215842000013","I.E. TECNICA AGROPECUARIA - SEDE PRINCIPAL","RURAL","OFICIAL","5","3","3","3","4","4","27","29","20","15","13","12",,,,,,,,,,,,"138"
"2.022","UMBITA","215842000013","I.E. TECNICA AGROPECUARIA","215842000111","ESC DE MOLINO","RURAL","OFICIAL","2",,,"1","5","3",,,,,,,,,,,,,,,,,,"11"
"2.022","UMBITA","215842000013","I.E. TECNICA AGROPECUARIA","215842000129","ESC CHUSCAL","RURAL","OFICIAL","2","3","3","2","4","2",,,,,,,,,,,,,,,,,,"16"
"2.022","UMBITA","215842000013","I.E. TECNICA AGROPECUARIA","215842000145","ESC BOQUERON","RURAL","OFICIAL","4","3","4","5","3","1",,,,,,,,,,,,,,,,,,"20"
"2.022","UMBITA","215842000013","I.E. TECNICA AGROPECUARIA","215842000161","ESC PAVAS","RURAL","OFICIAL","4","3","3",,"3","4",,,,,,,,,,,,,,,,,,"17"
